upc,pid,categories,brand,description,country_of_origin,favorite,size,unit,gmo,organic,temperature,heat_sensitive,warnings,images
0001111091659,0001111091659,"['Natural & Organic', 'Produce']",Simple Truth Organic,Simple Truth Organic® Cut & Peeled Baby Carrots Bag,UNITED STATES,FALSE,1 lb,,PRODUCT LABELED WITH NON-GMO CLAIM,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0001111091659', 'https://www.kroger.com/product/images/large/back/0001111091659', 'https://www.kroger.com/product/images/medium/back/0001111091659', 'https://www.kroger.com/product/images/small/back/0001111091659', 'https://www.kroger.com/product/images/thumbnail/back/0001111091659', 'https://www.kroger.com/product/images/xlarge/front/0001111091659', 'https://www.kroger.com/product/images/large/front/0001111091659', 'https://www.kroger.com/product/images/medium/front/0001111091659', 'https://www.kroger.com/product/images/small/front/0001111091659', 'https://www.kroger.com/product/images/thumbnail/front/0001111091659']"
0001111089301,0001111089301,['Dairy'],Kroger,Kroger® Butter Sticks,UNITED STATES,FALSE,4 ct / 16 oz,,NO NON-GMO CLAIM,NO,Refrigerated,FALSE,Allergen: MILK,"['https://www.kroger.com/product/images/xlarge/right/0001111089301', 'https://www.kroger.com/product/images/large/right/0001111089301', 'https://www.kroger.com/product/images/medium/right/0001111089301', 'https://www.kroger.com/product/images/small/right/0001111089301', 'https://www.kroger.com/product/images/thumbnail/right/0001111089301', 'https://www.kroger.com/product/images/xlarge/back/0001111089301', 'https://www.kroger.com/product/images/large/back/0001111089301', 'https://www.kroger.com/product/images/medium/back/0001111089301', 'https://www.kroger.com/product/images/small/back/0001111089301', 'https://www.kroger.com/product/images/thumbnail/back/0001111089301', 'https://www.kroger.com/product/images/xlarge/front/0001111089301', 'https://www.kroger.com/product/images/large/front/0001111089301', 'https://www.kroger.com/product/images/medium/front/0001111089301', 'https://www.kroger.com/product/images/small/front/0001111089301', 'https://www.kroger.com/product/images/thumbnail/front/0001111089301', 'https://www.kroger.com/product/images/xlarge/left/0001111089301', 'https://www.kroger.com/product/images/large/left/0001111089301', 'https://www.kroger.com/product/images/medium/left/0001111089301', 'https://www.kroger.com/product/images/small/left/0001111089301', 'https://www.kroger.com/product/images/thumbnail/left/0001111089301']"
0001111099376,0001111099376,"['Meat & Seafood', 'Deli']",Kroger,Kroger® Sliced Pepperoni,UNITED STATES,FALSE,3 oz,,,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0001111099376', 'https://www.kroger.com/product/images/large/front/0001111099376', 'https://www.kroger.com/product/images/medium/front/0001111099376', 'https://www.kroger.com/product/images/small/front/0001111099376', 'https://www.kroger.com/product/images/thumbnail/front/0001111099376']"
0001111096387,0001111096387,"['Meat & Seafood', 'Frozen']",Kroger,Kroger® Large Shrimp Cooked Peeled & Deveined Tail Off,INDONESIA; INDIA,FALSE,12 ounces,,NO NON-GMO CLAIM,NO,Frozen,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0001111096387', 'https://www.kroger.com/product/images/large/front/0001111096387', 'https://www.kroger.com/product/images/medium/front/0001111096387', 'https://www.kroger.com/product/images/small/front/0001111096387', 'https://www.kroger.com/product/images/thumbnail/front/0001111096387', 'https://www.kroger.com/product/images/xlarge/right/0001111096387', 'https://www.kroger.com/product/images/large/right/0001111096387', 'https://www.kroger.com/product/images/medium/right/0001111096387', 'https://www.kroger.com/product/images/small/right/0001111096387', 'https://www.kroger.com/product/images/thumbnail/right/0001111096387', 'https://www.kroger.com/product/images/xlarge/back/0001111096387', 'https://www.kroger.com/product/images/large/back/0001111096387', 'https://www.kroger.com/product/images/medium/back/0001111096387', 'https://www.kroger.com/product/images/small/back/0001111096387', 'https://www.kroger.com/product/images/thumbnail/back/0001111096387', 'https://www.kroger.com/product/images/xlarge/left/0001111096387', 'https://www.kroger.com/product/images/large/left/0001111096387', 'https://www.kroger.com/product/images/medium/left/0001111096387', 'https://www.kroger.com/product/images/small/left/0001111096387', 'https://www.kroger.com/product/images/thumbnail/left/0001111096387', 'https://www.kroger.com/product/images/xlarge/top/0001111096387', 'https://www.kroger.com/product/images/large/top/0001111096387', 'https://www.kroger.com/product/images/medium/top/0001111096387', 'https://www.kroger.com/product/images/small/top/0001111096387', 'https://www.kroger.com/product/images/thumbnail/top/0001111096387']"
0001111091013,0001111091013,"['Produce', 'Produce']",,Whole Baby Bella Mushrooms,UNITED STATES,FALSE,8 oz,,NO NON-GMO CLAIM,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0001111091013', 'https://www.kroger.com/product/images/large/front/0001111091013', 'https://www.kroger.com/product/images/medium/front/0001111091013', 'https://www.kroger.com/product/images/small/front/0001111091013', 'https://www.kroger.com/product/images/thumbnail/front/0001111091013']"
0001111091651,0001111091651,"['Produce', 'Produce']",Kroger,Kroger® Petite Carrots Bag,null,FALSE,12 oz,,NO NON-GMO CLAIM,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/large/back/0001111091651', 'https://www.kroger.com/product/images/medium/back/0001111091651', 'https://www.kroger.com/product/images/small/back/0001111091651', 'https://www.kroger.com/product/images/thumbnail/back/0001111091651', 'https://www.kroger.com/product/images/large/front/0001111091651', 'https://www.kroger.com/product/images/medium/front/0001111091651', 'https://www.kroger.com/product/images/small/front/0001111091651', 'https://www.kroger.com/product/images/thumbnail/front/0001111091651']"
0001111091011,0001111091011,"['Produce', 'Produce']",,White Whole Mushrooms,UNITED STATES,FALSE,8 oz,,NO NON-GMO CLAIM,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/front/0001111091011', 'https://www.kroger.com/product/images/large/front/0001111091011', 'https://www.kroger.com/product/images/medium/front/0001111091011', 'https://www.kroger.com/product/images/small/front/0001111091011', 'https://www.kroger.com/product/images/thumbnail/front/0001111091011']"
0001111097191,0001111097191,['Meat & Seafood'],Kroger,Kroger® Naturally Hardwood Smoked Bacon,UNITED STATES,FALSE,16 oz,,,NO,Refrigerated,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0001111097191', 'https://www.kroger.com/product/images/large/back/0001111097191', 'https://www.kroger.com/product/images/medium/back/0001111097191', 'https://www.kroger.com/product/images/small/back/0001111097191', 'https://www.kroger.com/product/images/thumbnail/back/0001111097191', 'https://www.kroger.com/product/images/xlarge/right/0001111097191', 'https://www.kroger.com/product/images/large/right/0001111097191', 'https://www.kroger.com/product/images/medium/right/0001111097191', 'https://www.kroger.com/product/images/small/right/0001111097191', 'https://www.kroger.com/product/images/thumbnail/right/0001111097191', 'https://www.kroger.com/product/images/xlarge/front/0001111097191', 'https://www.kroger.com/product/images/large/front/0001111097191', 'https://www.kroger.com/product/images/medium/front/0001111097191', 'https://www.kroger.com/product/images/small/front/0001111097191', 'https://www.kroger.com/product/images/thumbnail/front/0001111097191', 'https://www.kroger.com/product/images/xlarge/top/0001111097191', 'https://www.kroger.com/product/images/large/top/0001111097191', 'https://www.kroger.com/product/images/medium/top/0001111097191', 'https://www.kroger.com/product/images/small/top/0001111097191', 'https://www.kroger.com/product/images/thumbnail/top/0001111097191', 'https://www.kroger.com/product/images/xlarge/left/0001111097191', 'https://www.kroger.com/product/images/large/left/0001111097191', 'https://www.kroger.com/product/images/medium/left/0001111097191', 'https://www.kroger.com/product/images/small/left/0001111097191', 'https://www.kroger.com/product/images/thumbnail/left/0001111097191']"
0001111088609,0001111088609,['Dairy'],Kroger,Kroger® Flaky Butter Flavored Crescent Dinner Rolls,UNITED STATES,FALSE,8 ct / 8 oz,,,NO,Refrigerated,FALSE,Do not consume raw dough. Contents under pressure! As a precaution point can ends away from you and others while opening.,"['https://www.kroger.com/product/images/xlarge/back/0001111088609', 'https://www.kroger.com/product/images/large/back/0001111088609', 'https://www.kroger.com/product/images/medium/back/0001111088609', 'https://www.kroger.com/product/images/small/back/0001111088609', 'https://www.kroger.com/product/images/thumbnail/back/0001111088609', 'https://www.kroger.com/product/images/xlarge/front/0001111088609', 'https://www.kroger.com/product/images/large/front/0001111088609', 'https://www.kroger.com/product/images/medium/front/0001111088609', 'https://www.kroger.com/product/images/small/front/0001111088609', 'https://www.kroger.com/product/images/thumbnail/front/0001111088609']"
0001111091846,0001111091846,['Produce'],Fresh,Kroger® Red Potatoes,UNITED STATES,FALSE,5 lb,,NO NON-GMO CLAIM,NO,Ambient,FALSE,n/a,"['https://www.kroger.com/product/images/xlarge/front/0001111091846', 'https://www.kroger.com/product/images/large/front/0001111091846', 'https://www.kroger.com/product/images/medium/front/0001111091846', 'https://www.kroger.com/product/images/small/front/0001111091846', 'https://www.kroger.com/product/images/thumbnail/front/0001111091846']"
0001111097272,0001111097272,"['Meat & Seafood', 'Meat & Seafood', 'Natural & Organic']",Kroger,Kroger® Mild Ground Italian Sausage,UNITED STATES,FALSE,16 oz,,,NO,Refrigerated,FALSE,Keep product refrigerated until ready to prepare. Cook thoroughly before eating. Appliance temperatures vary. Time and/or temperature may need to be adjusted. Consider the performance of your appliance when following these instructions.,"['https://www.kroger.com/product/images/xlarge/front/0001111097272', 'https://www.kroger.com/product/images/large/front/0001111097272', 'https://www.kroger.com/product/images/medium/front/0001111097272', 'https://www.kroger.com/product/images/small/front/0001111097272', 'https://www.kroger.com/product/images/thumbnail/front/0001111097272', 'https://www.kroger.com/product/images/xlarge/back/0001111097272', 'https://www.kroger.com/product/images/medium/back/0001111097272', 'https://www.kroger.com/product/images/large/back/0001111097272', 'https://www.kroger.com/product/images/small/back/0001111097272', 'https://www.kroger.com/product/images/thumbnail/back/0001111097272', 'https://www.kroger.com/product/images/xlarge/right/0001111097272', 'https://www.kroger.com/product/images/medium/right/0001111097272', 'https://www.kroger.com/product/images/large/right/0001111097272', 'https://www.kroger.com/product/images/small/right/0001111097272', 'https://www.kroger.com/product/images/thumbnail/right/0001111097272', 'https://www.kroger.com/product/images/xlarge/left/0001111097272', 'https://www.kroger.com/product/images/large/left/0001111097272', 'https://www.kroger.com/product/images/medium/left/0001111097272', 'https://www.kroger.com/product/images/small/left/0001111097272', 'https://www.kroger.com/product/images/thumbnail/left/0001111097272', 'https://www.kroger.com/product/images/xlarge/top/0001111097272', 'https://www.kroger.com/product/images/medium/top/0001111097272', 'https://www.kroger.com/product/images/large/top/0001111097272', 'https://www.kroger.com/product/images/small/top/0001111097272', 'https://www.kroger.com/product/images/thumbnail/top/0001111097272']"
0001111088641,0001111088641,['Dairy'],Kroger,Kroger® Buttermilk Jumbo Biscuits,UNITED STATES,FALSE,8 ct / 16 oz,,,NO,Refrigerated,FALSE,"Do not consume raw dough. Contents under pressure! As a precaution, point can ends away from you and others while opening.","['https://www.kroger.com/product/images/xlarge/front/0001111088641', 'https://www.kroger.com/product/images/large/front/0001111088641', 'https://www.kroger.com/product/images/medium/front/0001111088641', 'https://www.kroger.com/product/images/small/front/0001111088641', 'https://www.kroger.com/product/images/thumbnail/front/0001111088641']"
0001299322125,0001299322125,"['Beverages', 'Beverages']",LaCroix,LaCroix® Lime Flavored Sparkling Water Cans,UNITED STATES,FALSE,8 pk / 12 fl oz,,CONTACT SUPPLIER FOR ADDITIONAL INFORMATION,NO,Ambient,FALSE,,"['https://www.kroger.com/product/images/xlarge/back/0001299322125', 'https://www.kroger.com/product/images/large/back/0001299322125', 'https://www.kroger.com/product/images/medium/back/0001299322125', 'https://www.kroger.com/product/images/small/back/0001299322125', 'https://www.kroger.com/product/images/thumbnail/back/0001299322125', 'https://www.kroger.com/product/images/xlarge/right/0001299322125', 'https://www.kroger.com/product/images/large/right/0001299322125', 'https://www.kroger.com/product/images/medium/right/0001299322125', 'https://www.kroger.com/product/images/small/right/0001299322125', 'https://www.kroger.com/product/images/thumbnail/right/0001299322125', 'https://www.kroger.com/product/images/xlarge/front/0001299322125', 'https://www.kroger.com/product/images/large/front/0001299322125', 'https://www.kroger.com/product/images/medium/front/0001299322125', 'https://www.kroger.com/product/images/small/front/0001299322125', 'https://www.kroger.com/product/images/thumbnail/front/0001299322125', 'https://www.kroger.com/product/images/xlarge/bottom/0001299322125', 'https://www.kroger.com/product/images/large/bottom/0001299322125', 'https://www.kroger.com/product/images/medium/bottom/0001299322125', 'https://www.kroger.com/product/images/small/bottom/0001299322125', 'https://www.kroger.com/product/images/thumbnail/bottom/0001299322125', 'https://www.kroger.com/product/images/xlarge/left/0001299322125', 'https://www.kroger.com/product/images/large/left/0001299322125', 'https://www.kroger.com/product/images/medium/left/0001299322125', 'https://www.kroger.com/product/images/small/left/0001299322125', 'https://www.kroger.com/product/images/thumbnail/left/0001299322125']"
